308266229,UrbanSocialSyd,Niel,https://pbs.twimg.com/profile_images/3532364929/91cee1c87ec0400427bdbbff2aadeb83_bigger.jpeg,1388966105,Uber_Sydney,[Here's $10 from me via @****Uber_Sydney**** - the ultimate luxury &convenience. #**TownCars** #**OnDemand** No more TaxisCombinedhttp://ow.ly/si2gq],1,0,0,FALSE,FALSE,,,,,
308266229,UrbanSocialSyd,Niel,https://pbs.twimg.com/profile_images/3532364929/91cee1c87ec0400427bdbbff2aadeb83_bigger.jpeg,1388966041,Uber_Sydney,[Here's $10 from me to you via @****Uber_Sydney**** - the ultimate in luxury &convenience. #**TownCars** #**OnDemand** No more TaxisCombined],1,0,0,FALSE,FALSE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388964448,UrbanSocialSyd,"[@**UrbanSocialSyd** found some positives from England's disastrous Ashescampaign ""You can't question the Pomms consistency."" $100Uber Credit!]",0,0,0,FALSE,FALSE,,,,,
18015246,chrisjash,chrisjash,https://pbs.twimg.com/profile_images/423621894663729152/a5lzRn10_bigger.jpeg,1388959701,Uber_Sydney,[I love @****Uber_Sydney****! Sign up using my promo code and get A$10 off yourfirst ride! http://uber.com/invite/n75aj],1,0,0,FALSE,FALSE,,,,,
59076885,johnnyddavidson,John Davidson,https://pbs.twimg.com/profile_images/3150470163/22365a881fd8c08a2cfe2eaf7d1d801d_bigger.jpeg,1388910204,hethjennings Uber_Sydney,[@**hethjennings** @****uber_sydney**** love it],1,0,0,TRUE,TRUE,,,,,
23423553,Jen_Dobbin,JenniferD,https://pbs.twimg.com/profile_images/1051200502/PICT0246_2_2_bigger.JPG,1388903774,Uber_Sydney Uber_LDN shervin,"[So quick! MRT ""@****Uber_Sydney****:FREE UberBLACK rides for Poms escaping SCGheaded to Int Airport next 3 hours! @**Uber_LDN** #**whitewash**\u201dcc@**shervin**]",1,0,0,TRUE,TRUE,,,,,
441748413,neo_katie,Katie Neo,https://pbs.twimg.com/profile_images/413053094667091968/NTjA2yHx_bigger.jpeg,1388902073,broncook76 Uber_Sydney,[@**broncook76** @****Uber_Sydney**** LOL I don't really follow cricket, butyour comment made me laugh!!],1,0,0,TRUE,TRUE,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388901919,Uber_Sydney,[#**artofsledge** @****Uber_Sydney**** #**Ashes** pic.twitter.com/mHxvaQEznX],0,0,0,FALSE,FALSE,,,,,
142499906,deansbennett,Dean Steele-Bennett,https://pbs.twimg.com/profile_images/378800000477376732/e667b4d7f0d687760c8085658ef34fec_bigger.jpeg,1388900905,Uber_Sydney,[@****Uber_Sydney**** clever marketing.....],1,0,0,TRUE,TRUE,,,,,
27424993,nikeboi,nikeboi,https://pbs.twimg.com/profile_images/515700599979917313/IoW1qwle_bigger.jpeg,1388900782,Uber_Sydney mitchellharper,[@****Uber_Sydney**** @**mitchellharper** destinations can also help driversplan thier passengers],0,0,0,TRUE,TRUE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388900151,,[5:0 pic.twitter.com/N1SWfZRaXL],0,0,0,FALSE,FALSE,,,,,
754212858,hethjennings,Heather Jennings,https://pbs.twimg.com/profile_images/378800000821617856/d41831944330c8a2a6b8497de1478e8c_bigger.jpeg,1388900065,Uber_Sydney,[Hilair! #**sledge** \u201c@****Uber_Sydney****: FREE UberBLACK rides for Pomsescaping the SCG headed to the Int Airport for the next 3 hours!#**whitewash** \u201d],1,1,0,TRUE,TRUE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388899952,Uber_LDN Warne888,[FREE UberBLACK rides for Poms escaping the SCG headed to the Int Airport forthe next 3 hours! #**artofsledge** @**Uber_LDN** #**whitewash** @**warne888**],5,24,0,FALSE,FALSE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388899894,Uber_Sydney,[3 days to wrap up a 5 - 0 whitewash = 2 days of partying ahead!!#**artofsledge** @****Uber_Sydney**** #**Ashes**],1,0,0,FALSE,FALSE,,,,,
631761628,versatilegent,The Versatile Gent,https://pbs.twimg.com/profile_images/2386827479/gi1ph4cwx281mg51d53x_bigger.jpeg,1388899754,Uber_Sydney,[Perhaps the Poms will have a better shot winning the Women's Ashes.#**ARTOFSLEDGE** @****Uber_Sydney****],1,3,0,FALSE,FALSE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388899707,Uber_Sydney,[FIVE F**KING NIL @****Uber_Sydney**** #**artofsledge** #**Ashes**],1,1,0,FALSE,FALSE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388899343,Uber_Sydney,[England may just make us a republic after this battering. #**artofsledge**@****Uber_Sydney**** #**Ashes**],1,1,0,FALSE,FALSE,,,,,
389998765,PatM91,Patrick M,https://pbs.twimg.com/profile_images/505153806020001793/Q6a7XpDv_bigger.jpeg,1388898839,Uber_Sydney,"[@****Uber_Sydney**** ""Root couldn't score in a brothel"" #**artofsledge**]",0,0,0,TRUE,TRUE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388898739,Uber_Sydney,[#**artofsledge** @****Uber_Sydney**** #**Ashes** pic.twitter.com/QGKrWDNUPK],1,1,0,FALSE,FALSE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388898527,Uber_Sydney,[Aussie, Aussie, Aussie, FIVE, FIVE, FIVE @****Uber_Sydney**** #**artofsledge**#**Ashes**],0,0,0,FALSE,FALSE
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388898358,Uber_Sydney,[Fabulous! Invincible! Victorious! Excellent! @****Uber_Sydney****#**artofsledge** #**Ashes**],0,0,0,FALSE,FALSE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388898313,,"[Winner of $100 Uber credits. $300 left! ""The Barmy Army aren't even going homewith a tan. These tests aren't lasting 5 days"" #**artofsledge**]",0,0,0,FALSE,FALSE,,,,,
631761628,versatilegent,The Versatile Gent,https://pbs.twimg.com/profile_images/2386827479/gi1ph4cwx281mg51d53x_bigger.jpeg,1388898296,Uber_Sydney Uber_LDN,[@****Uber_Sydney**** @**Uber_LDN** Spent more time watching ads today then Idid watching the Poms bat. #**artofsledge**],1,0,0,TRUE,TRUE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388897991,UrbanSocialSyd Uber_Sydney,[\u201c@**UrbanSocialSyd**: @****Uber_Sydney**** You can't question the Pommsconsistency.... #**TheArtOfSledge** #**Ashes** #**Uber**\u201d#**artofsledge**],0,0,0,FALSE,FALSE,,,,,
308266229,UrbanSocialSyd,Niel,https://pbs.twimg.com/profile_images/3532364929/91cee1c87ec0400427bdbbff2aadeb83_bigger.jpeg,1388897914,Uber_Sydney,[@****Uber_Sydney**** You can't question the Pomms consistency....#**ArtOfSledge** #**Ashes** #**Uber**],0,0,0,FALSE,FALSE,,,,,
53128314,broncook76,Bronwyn Cook,https://pbs.twimg.com/profile_images/543187279045328898/Vn6P5qQU_bigger.jpeg,1388897256,Uber_Sydney,[4 wickets in 11 balls in 13 minutes. Enough said. #**artofsledge**@****Uber_Sydney**** #**ashes**],1,1,0,FALSE,FALSE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388896180,spokesmanau Uber_Sydney,[\u201c@**spokesmanau**: Carberry trying to climb the brokebat mountain?#**groan** #**artofsledge** @****Uber_Sydney****\u201d love a good Dad joke ;)],0,0,0,TRUE,TRUE,,,,,
174605671,spokesmanau,Sir Thomas,https://pbs.twimg.com/profile_images/478480835583016961/3pBsqsrk_bigger.jpeg,1388893003,Uber_Sydney,[Carberry trying to climb the brokebat mountain? #**groan** #**artofsledge**@****Uber_Sydney****],0,0,0,FALSE,FALSE,,,,,
361186565,Bains_17,Sandy Bains,https://pbs.twimg.com/profile_images/423019911007322113/SQ_7xVzp_bigger.jpeg,1388888587,Uber_Sydney,[Even if Lyon gets out for 3 he will have a higher test score average than theEnglish team combined #**artofsledge** @****Uber_Sydney****],2,1,0,FALSE,FALSE,,,,,
508110571,Uber_Sydney,Uber Sydney,https://pbs.twimg.com/profile_images/439543281869803520/8nscifmJ_bigger.png,1388888444,telbird Uber,[@**telbird** @**Uber** that's what we work on every day Teresa, your feedbackis the best way of ensuring that we make the best decisions there],0,0,0,TRUE,TRUE,,,,
14138022,josh909,j o s h u a,https://pbs.twimg.com/profile_images/336458527/909L_bigger.png,1388888154,Uber_Sydney,[It seems that England have come all this way \u2018four\u2019 nothing\u2026#**artofsledge** @****Uber_Sydney****],1,1,0,FALSE,FALSE,,,,,
14289331,dr_nic,Boughs of Healey,https://pbs.twimg.com/profile_images/522689234201612288/Jd9vQ2iF_bigger.jpeg,1388883994,Uber_Sydney,[@****Uber_Sydney**** you sure you can't just throw me the $100?],0,0,0,TRUE,TRUE,,,,,
19437367,telbird,Teresa North,https://pbs.twimg.com/profile_images/3264678432/28b7b84da9bc293a26fc17fc40b16545_bigger.jpeg,1388883405,Uber Uber_Sydney,[@**Uber** @****Uber_Sydney**** Thanks. Will do. Drivers dropping jobs istypical in Sydney. Uber needs to use drivers that don't do this to bereliable.],0,0,0,TRUE,TRUE,,,,,
